CMDLINE /home/sam/anaconda3/envs/torchgeometric/bin/python3.10 main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=128 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=15 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 0.007812 1715809637.2545
MEM 27.328125 1715809637.3548
MEM 52.699219 1715809637.4554
MEM 161.074219 1715809637.5558
MEM 204.691406 1715809637.6561
MEM 224.835938 1715809637.7564
MEM 269.960938 1715809637.8567
MEM 316.242188 1715809637.9570
MEM 323.210938 1715809638.0573
MEM 332.945312 1715809638.1576
MEM 347.566406 1715809638.2580
MEM 358.894531 1715809638.3583
MEM 368.433594 1715809638.4586
MEM 375.367188 1715809638.5589
MEM 378.867188 1715809638.6592
MEM 385.335938 1715809638.7595
MEM 393.152344 1715809638.8598
MEM 404.554688 1715809638.9600
MEM 417.691406 1715809639.0603
MEM 424.113281 1715809639.1609
MEM 426.285156 1715809639.2612
MEM 434.078125 1715809639.3615
MEM 438.648438 1715809639.4618
MEM 444.519531 1715809639.5623
MEM 449.941406 1715809639.6629
MEM 458.000000 1715809639.7632
MEM 463.203125 1715809639.8635
MEM 466.648438 1715809639.9638
MEM 469.281250 1715809640.0641
MEM 473.347656 1715809640.1644
MEM 478.421875 1715809640.2648
MEM 484.230469 1715809640.3650
MEM 491.765625 1715809640.4656
MEM 496.550781 1715809640.5659
MEM 501.410156 1715809640.6662
MEM 503.214844 1715809640.7666
MEM 503.730469 1715809640.8670
MEM 503.730469 1715809640.9674
MEM 503.730469 1715809641.0678
MEM 509.996094 1715809641.1682
MEM 513.050781 1715809641.2684
MEM 524.738281 1715809641.3691
MEM 521.683594 1715809641.4698
MEM 0.000000 1715809641.5705
