CMDLINE python main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=128 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=30 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 0.007812 1715107955.6907
MEM 46.703125 1715107955.7910
MEM 172.285156 1715107955.8913
MEM 207.257812 1715107955.9916
MEM 225.523438 1715107956.0920
MEM 296.152344 1715107956.1923
MEM 316.117188 1715107956.2926
MEM 324.804688 1715107956.3929
MEM 337.597656 1715107956.4932
MEM 349.796875 1715107956.5935
MEM 360.625000 1715107956.6938
MEM 369.132812 1715107956.7941
MEM 377.660156 1715107956.8944
MEM 384.113281 1715107956.9947
MEM 397.691406 1715107957.0950
MEM 415.382812 1715107957.1953
MEM 423.878906 1715107957.2957
MEM 433.628906 1715107957.3960
MEM 442.613281 1715107957.4963
MEM 454.656250 1715107957.5966
MEM 459.859375 1715107957.6969
MEM 460.117188 1715107957.7972
MEM 465.417969 1715107957.8976
MEM 468.292969 1715107957.9979
MEM 476.644531 1715107958.0983
MEM 476.960938 1715107958.1986
MEM 476.960938 1715107958.2991
MEM 476.960938 1715107958.3996
MEM 0.000000 1715107958.4999
