CMDLINE python main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=25 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=3 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 0.007812 1715107578.7428
MEM 46.941406 1715107578.8431
MEM 175.425781 1715107578.9435
MEM 207.343750 1715107579.0438
MEM 222.390625 1715107579.1441
MEM 294.000000 1715107579.2444
MEM 313.371094 1715107579.3447
MEM 321.617188 1715107579.4450
MEM 331.843750 1715107579.5453
MEM 348.820312 1715107579.6457
MEM 358.359375 1715107579.7460
MEM 367.382812 1715107579.8463
MEM 375.152344 1715107579.9466
MEM 382.996094 1715107580.0469
MEM 395.089844 1715107580.1472
MEM 410.050781 1715107580.2475
MEM 424.175781 1715107580.3478
MEM 433.101562 1715107580.4481
MEM 441.550781 1715107580.5484
MEM 454.656250 1715107580.6487
MEM 459.859375 1715107580.7490
MEM 465.378906 1715107580.8494
MEM 468.269531 1715107580.9497
MEM 476.507812 1715107581.0500
MEM 476.828125 1715107581.1505
MEM 476.828125 1715107581.2509
MEM 476.828125 1715107581.3513
MEM 484.144531 1715107581.4516
