CMDLINE python main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=25 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=3 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 0.585938 1715107514.1150
MEM 47.046875 1715107514.2153
MEM 178.625000 1715107514.3155
MEM 207.496094 1715107514.4159
MEM 226.785156 1715107514.5162
MEM 299.757812 1715107514.6165
MEM 316.917969 1715107514.7168
MEM 325.316406 1715107514.8171
MEM 338.199219 1715107514.9174
MEM 350.093750 1715107515.0177
MEM 361.179688 1715107515.1180
MEM 369.687500 1715107515.2183
MEM 378.257812 1715107515.3186
MEM 385.558594 1715107515.4188
MEM 399.121094 1715107515.5191
MEM 417.339844 1715107515.6195
MEM 424.308594 1715107515.7198
MEM 434.410156 1715107515.8201
MEM 447.046875 1715107515.9204
MEM 458.105469 1715107516.0207
MEM 460.167969 1715107516.1210
MEM 465.695312 1715107516.2214
MEM 470.417969 1715107516.3218
MEM 476.234375 1715107516.4221
MEM 476.234375 1715107516.5225
MEM 476.234375 1715107516.6230
MEM 483.628906 1715107516.7233
MEM 0.000000 1715107516.8236
