CMDLINE python main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=25 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=3 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 0.585938 1715107453.1040
MEM 31.886719 1715107453.2043
MEM 155.117188 1715107453.3046
MEM 196.722656 1715107453.4049
MEM 219.101562 1715107453.5053
MEM 263.855469 1715107453.6056
MEM 308.484375 1715107453.7059
MEM 318.035156 1715107453.8062
MEM 328.144531 1715107453.9065
MEM 343.867188 1715107454.0068
MEM 354.000000 1715107454.1071
MEM 364.054688 1715107454.2075
MEM 371.761719 1715107454.3078
MEM 377.976562 1715107454.4081
MEM 382.488281 1715107454.5087
MEM 385.265625 1715107454.6091
MEM 391.148438 1715107454.7094
MEM 400.992188 1715107454.8098
MEM 409.035156 1715107454.9101
MEM 422.906250 1715107455.0104
MEM 426.535156 1715107455.1108
MEM 435.675781 1715107455.2116
MEM 439.746094 1715107455.3119
MEM 447.550781 1715107455.4122
MEM 457.265625 1715107455.5125
MEM 462.984375 1715107455.6127
MEM 463.500000 1715107455.7130
MEM 468.589844 1715107455.8134
MEM 472.992188 1715107455.9137
MEM 479.386719 1715107456.0141
MEM 479.707031 1715107456.1146
MEM 479.707031 1715107456.2151
MEM 479.707031 1715107456.3155
MEM 486.578125 1715107456.4159
MEM 498.855469 1715107456.5165
MEM 495.871094 1715107456.6172
